gene,set_membership,padj_unsup,padj_supp,avg_log2FC_unsup,avg_log2FC_supp,sig_unsup,sig_supp
TMSB10,Overlap,5.1903953307293106e-67,9.56075552623775e-261,-2.15289904801877,-1.63997517527327,TRUE,TRUE
GAPDH,Overlap,3.5217764664635696e-60,6.72982942439379e-289,-2.55153704628631,-2.01992933803424,TRUE,TRUE
H3-3A,Overlap,9.69035249254404e-51,0,2.76814746938821,2.57067104243516,TRUE,TRUE
H3F3A,Overlap,7.88325315956805e-48,1.36988155174365e-288,-11.895634432071,-3.13302534850313,TRUE,TRUE
H3F3B,Overlap,9.09341968700596e-48,0,-11.8017211788366,-3.76011072174525,TRUE,TRUE
MTRNR2L12,Overlap,9.60125587648057e-48,6.647719778390939e-109,-10.4901622724026,-7.48903280317682,TRUE,TRUE
H3-3B,Overlap,3.5509394768750104e-46,0,3.05877287993441,2.45221445344499,TRUE,TRUE
HIST1H4C,Overlap,2.70154655117585e-41,2.29733481205695e-143,-10.2115284633676,-3.43714115850279,TRUE,TRUE
RPS10,Overlap,1.61054812297084e-34,0,2.36140135405704,2.5305685257071,TRUE,TRUE
H1FX,Overlap,1.07335085477257e-33,1.5655573309160598e-162,-10.5344172225494,-4.83400715949606,TRUE,TRUE
LINC01578,Overlap,3.38901157735329e-33,2.62785916917739e-187,-9.62194308232347,-2.85296962753742,TRUE,TRUE
RELB,Overlap,1.0033709137290999e-32,1.1721946696232301e-15,1.73375736462245,0.92111893203998,TRUE,TRUE
MT-CO2,Overlap,2.33794802864669e-31,4.45805700047697e-37,-0.795298095935552,-0.435607721902588,TRUE,FALSE
MT-ND3,Overlap,1.0346489907143499e-30,0.00334675542882266,-1.04858143445019,-0.366985910105526,TRUE,FALSE
TPI1,Overlap,1.1208305273196099e-30,1.21185016473255e-282,-3.76286405688836,-3.33781650124073,TRUE,TRUE
HIST1H1E,Overlap,1.6989519195298e-30,2.3224803611914697e-126,-9.9170254866545,-3.86732640203622,TRUE,TRUE
NFKB1,Overlap,4.1125763804803295e-30,1.8690612798396996e-96,2.59433645663057,1.94248927017049,TRUE,TRUE
CDC37,Overlap,2.0301195316628098e-29,2.2353980241097697e-60,1.98317363525633,1.33351661493424,TRUE,TRUE
H2AFZ,Overlap,2.71585881033678e-29,3.61212501055171e-116,-9.2202508649626,-2.90592499432591,TRUE,TRUE
EZR,Overlap,1.09257120480608e-28,2.1512899304723697e-144,1.81511631099568,1.56556199422851,TRUE,TRUE
AC004687.1,Overlap,8.17106489401524e-28,3.69092711977629e-117,-9.33951442111229,-3.6786819060055,TRUE,TRUE
CREM,Overlap,3.47122325315982e-27,5.2671965190298e-9,2.73894312327594,1.55585304279641,TRUE,TRUE
SLBP,Overlap,8.19074623186772e-27,0.915609801980787,1.56158036056246,0.567880723007142,TRUE,FALSE
ATP5MD,Overlap,1.33519555932078e-26,8.99729342462102e-124,-9.27811889817176,-2.92750853356391,TRUE,TRUE
FTH1,Overlap,1.4713693928989598e-26,2.69068189304691e-123,1.98517954512599,1.60308264638844,TRUE,TRUE
TRAF4,Overlap,1.5160714701804998e-26,0.00316347020070278,1.78502779803007,0.595487482494918,TRUE,TRUE
MT-CO1,Overlap,2.19619123232022e-26,5.12075163226086e-63,-0.756099622137568,-0.591686289649437,TRUE,TRUE
TALAM1,Overlap,3.5053292406922096e-26,6.283457102669539e-240,2.57065973337301,2.3503835881991,TRUE,TRUE
DARS,Overlap,2.1010896569096497e-25,2.74464381900851e-160,-9.45015345599837,-3.302753591688,TRUE,TRUE
EIF1,Overlap,2.59748805096377e-25,3.29900073082751e-30,1.04266912989482,0.671443322846244,TRUE,TRUE
JUNB,Overlap,1.44067166014909e-24,6.15593413292098e-12,1.43398921187948,0.681756682815939,TRUE,TRUE
RPL7A,Unsuppressed_only,1.5189048393854401e-24,NA,-0.380929930846559,NA,FALSE,FALSE
EEF1A1,Unsuppressed_only,2.77830582599963e-24,NA,-0.142520333319585,NA,FALSE,FALSE
TAF1D,Overlap,1.73359619358008e-23,1,1.25900680901906,0.311550929979645,TRUE,FALSE
HIST1H1C,Overlap,1.77911924406965e-22,2.6907147014784e-84,-9.08539759347177,-4.06125027247215,TRUE,TRUE
MIF,Overlap,2.74599631749829e-22,3.6448910132355396e-273,-2.2453684841034,-2.26111503109362,TRUE,TRUE
SMAP2,Unsuppressed_only,8.099065931705999e-22,NA,0.958742778708232,NA,TRUE,FALSE
CMSS1,Overlap,1.39254056590248e-21,5.6039750394083695e-55,3.15206459192977,2.21312367213603,TRUE,TRUE
REL,Overlap,1.3990753690749101e-21,8.51505833973394e-12,1.73738828115308,0.76897953792166,TRUE,TRUE
TAGAP,Overlap,1.2395630752322499e-20,1.89656759192663e-5,1.27357348444208,0.303735833963012,TRUE,FALSE
NR4A1,Overlap,1.5220669186227998e-20,1,3.12673359423388,1.28264036608318,TRUE,FALSE
RPL39,Unsuppressed_only,1.81476908189945e-20,NA,-0.200638838372376,NA,FALSE,FALSE
UBALD2,Overlap,2.4952015106596098e-20,1,1.41783434033393,0.215648336297592,TRUE,FALSE
MARCH9,Overlap,2.53960021352899e-20,1.9441905769002201e-59,-8.08987786690691,-2.94427911383219,TRUE,TRUE
RPS15,Unsuppressed_only,2.7732906435866995e-20,NA,-0.277941503862521,NA,FALSE,FALSE
AL138963.4,Overlap,3.49005909202178e-20,4.00214501508219e-66,-7.36766096611541,-5.2680379039201,TRUE,TRUE
HSP90B1,Overlap,3.7569102858604496e-20,0.863023178596822,1.95052761152467,0.548737492581635,TRUE,FALSE
CHASERR,Overlap,4.6985033981181395e-20,3.95614439178505e-160,3.45121055898083,2.84002984155962,TRUE,TRUE
RPL3,Overlap,5.0564411932832e-20,1,-0.133350288132022,0.135482992245021,FALSE,FALSE
