"","CP002-entry","CP006-entry","CP011-entry","CP013-entry","CP016-entry","CP017-entry","CP018-entry","CP020-V1","CP042-entry"
"LINC01409",0.0975293923783355,0.0668297312108211,0,0,0.0250578837113733,0.088123927070836,0.103754178261161,0.053408816096981,0.126007676260103
"LINC01128",0.0281267051815016,0.0698275469378466,0,0.0696462299743174,0.0985155273621044,0.204825217698934,0.150610930425959,0.125343337853559,0.134713577680621
"LINC00115",0,0,0,0.041465558706938,0.0218896455409698,0,0.108632035807745,0.036256954441375,0.124600081844912
"FAM41C",0,0,0,0,0,0,0,0,0
"NOC2L",0.44785944656069,0.319246718409875,0.307294051239402,0.218639279299676,0.206000110388115,0.289731113825378,0.307201227522294,0.454703307168428,0.33747816624201
"KLHL17",0.0448865268600977,0.11133940451178,0,0.035801035448909,0.220240120410614,0.114926012722397,0.0992230101100044,0.0411149873007481,0.113433387897735
"PLEKHN1",0.139074557352888,0.123631623483791,0,0.0215519563788403,0,0,0,0.0269275170752959,0.10416023328086
"HES4",0,0,0,0.0215198154460627,0.036024222687335,0,0,0.803212789204858,0
"ISG15",3.08760508326394,2.00619122358906,0.877273524693228,2.90316656316561,0.897471092438399,0.643289132949956,1.22465051056105,3.30395071635727,1.54350005168714
"AGRN",0,0.0541653125338533,0,0.0707511293649025,0,0,0,0.00933457545417377,0
"C1orf159",0.2250967412652,0,0.113014016973239,0.133239051196531,0.0991662247338039,0.155980057712943,0.173508833864119,0.0983059457561575,0
"TNFRSF18",0.120137810739646,0,0,0.20933470467482,0.0542887182614581,0,0,0.00313923446628305,0.0661966703074835
"TNFRSF4",0.0583922172765295,0,0,0.0400328269180728,0,0,0.0722750902075432,0.0179098765262267,0
"SDF4",0.918003705427717,0.983767990782587,0.572671669121596,1.01944917262703,0.737044307456116,0.464734788837622,0.975267219089086,0.913060935454723,1.07058601047771
"B3GALT6",0.433552318764297,0.329284519371188,0.335932043815603,0.508626845412974,0.255039470852599,0.272006063408419,0.302931515618473,0.195425932371213,0.390887430888643
"C1QTNF12",0,0,0,0,0,0,0,0,0
"UBE2J2",0.961411778797922,0.460294356402759,0.749166354084206,0.731547441061924,0.600589020209864,0.672128942581231,0.327804535747605,0.457848941666023,0.705328926335918
"ACAP3",0.114419806892555,0.167476634572989,0.0645161290322581,0.109589909944298,0.0398082298672102,0.0398724082934609,0.0432107300884956,0.0987762060786562,0.0993789506483744
"PUSL1",0.145605731967181,0.398699686613113,0.105115318765095,0.137870686438156,0.16578287517279,0.0685231820845736,0.134472702520559,0.229364695251772,0
"INTS11",0.800437050008523,0.628757981998666,0.638560210778935,0.683312653409465,0.613566850317885,0.58119368590868,0.666048804992175,0.490377604954667,0.588103248340881
"CPTP",0.27579043182501,0.35527545907406,0,0.323206168588279,0.0456418166311022,0.170039407829105,0.0742184506416091,0.215561173530696,0.0553204436699582
"DVL1",0.137950017723935,0.07935185405607,0.0890471950133571,0.0588980180816915,0.0593277266686887,0.0603089021970533,0.0856733750596091,0.0763851777535024,0.0858759856622957
"MXRA8",0,0,0,0,0,0,0,0,0
"AURKAIP1",1.86414702316456,1.26862340375467,1.18897099347091,1.48041687641971,1.19903285728723,1.09739734277106,1.42776900272687,0.971562077634479,1.60082080328172
"CCNL2",0.412181624715885,1.05490104154933,0.54719461054034,0.559356602340212,0.645389677662189,0.654408965901126,0.967329384049903,0.710037569605741,0.709587486216414
"MRPL20-AS1",0.203521997164775,0.189655599949269,0.190425343192828,0.147633506016979,0.0427960746725849,0.526630219051347,0.332242087906789,0.0942148167819711,0.286424282970498
"MRPL20",0.684131600547389,0.887848682376351,1.13074108598756,1.39566169749049,1.15887552576903,1.33354970880603,1.01634020855717,0.947750758392095,1.32777293445607
"ATAD3C",0,0,0,0,0,0,0,0,0
"ATAD3B",0.132762337378545,0,0.186986065594646,0.309663319040394,0.0383741634432369,0.150460186199743,0.0860975893358074,0.189844470806981,0.155629649775373
"ATAD3A",0.0935805170867847,0.0361168597112818,0.217439782651435,0.103829602123926,0.173893444524877,0.168381771138476,0.0794054868516851,0.13348633869909,0.0582038298120016
"TMEM240",0,0,0,0,0.0411121663233801,0,0.197710992724179,0,0
"SSU72",1.43811472584148,1.47284861753322,1.91185920197154,1.98844513594734,1.70910121470516,1.54102180574998,1.59084116212236,0.797178976430423,1.22238632449378
"AL645728.1",0,0,0,0,0,0,0.0422639978360833,0,0
"FNDC10",0.0897292705691968,0,0,0.0788586334338097,0,0.0389690352046264,0.0990705049391137,0.0302807494665802,0.075151241874272
"AL691432.2",0.0342892019874022,0,0,0,0.03165949579087,0.0590304833415976,0,0,0.0533546752034147
"MIB2",0.520679134957816,0.657680790477412,0.622837452723153,0.683499381154182,0.687519144996117,0.44107869002015,0.494732053228782,0.427202938519553,0.670221267033429
"MMP23B",0,0.238822887767549,0.0863557858376511,0.0805686208778455,0.0714214843856215,0.223156079526876,0.187527130171164,0.053008386054291,0
"CDK11B",0.357110550241316,0.495792353755309,0.801265931398075,0.545328122972704,0.639707762276483,0.855018359694253,0.514900785162752,0.728393270298257,0.615184379444337
"SLC35E2B",0.510624464642634,0.519591251518607,0.471969493399733,0.322047483606096,0.348780616751534,0.372826545545797,0.411483548325997,0.344063832149569,0.329336898504898
"CDK11A",0.720875360227347,0.841553674077687,0.540818330197066,0.42509248280514,0.430521379234455,1.06038986335177,0.523889661726144,0.735263700175804,0.580432226252064
"SLC35E2A",0.0770886023788733,0.113505292566783,0.275818557221832,0.149691357249489,0.158931930008491,0.150179236443937,0.149361616007556,0,0.107951361090762
"NADK",0.620826841125326,0.347412578251104,0.289491737266562,0.295089923186935,0.193282758919278,0.365254778474936,0.679266362878733,0.248363172973349,0.195123789992508
